Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Oskar Ospelt,M,Liechtenstein,LIE,1936,Berlin,Athletics,Athletics Men's Discus Throw,No medal
Adolf Schreiber,M,Liechtenstein,LIE,1936,Berlin,Cycling,"Cycling Men's Road Race, Individual",No medal
Rudolf Senti,M,Liechtenstein,LIE,1936,Berlin,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Gebhard Bchel,M,Liechtenstein,LIE,1948,London,Athletics,Athletics Men's Decathlon,No medal
Josef Seger,M,Liechtenstein,LIE,1948,London,Athletics,Athletics Men's Decathlon,No medal
Ewald Hasler,M,Liechtenstein,LIE,1952,Helsinki,Cycling,"Cycling Men's Road Race, Individual",No medal
Alois Lampert,M,Liechtenstein,LIE,1952,Helsinki,Cycling,"Cycling Men's Road Race, Individual",No medal
Alois Bchel,M,Liechtenstein,LIE,1960,Roma,Athletics,Athletics Men's Decathlon,No medal
Adolf Heeb,M,Liechtenstein,LIE,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal
Gustav Kaufmann,M,Liechtenstein,LIE,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
Gustav Kaufmann,M,Liechtenstein,LIE,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Egon Oehri,M,Liechtenstein,LIE,1960,Roma,Athletics,Athletics Men's 800 metres,No medal
Egon Oehri,M,Liechtenstein,LIE,1960,Roma,Athletics,"Athletics Men's 1,500 metres",No medal
Guido Wolf,M,Liechtenstein,LIE,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
Guido Wolf,M,Liechtenstein,LIE,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Alois Bchel,M,Liechtenstein,LIE,1964,Tokyo,Athletics,Athletics Men's Decathlon,No medal
Hugo Walser,M,Liechtenstein,LIE,1964,Tokyo,Athletics,Athletics Men's 800 metres,No medal
Hugo Walser,M,Liechtenstein,LIE,1964,Tokyo,Athletics,"Athletics Men's 1,500 metres",No medal
Franz Biedermann,M,Liechtenstein,LIE,1968,Mexico City,Athletics,Athletics Men's Decathlon,No medal
Xaver Jr.,M,Liechtenstein,LIE,1968,Mexico City,Athletics,Athletics Men's 800 metres,No medal
Xaver Jr.,M,Liechtenstein,LIE,1968,Mexico City,Athletics,"Athletics Men's 1,500 metres",No medal
Bruno Banzer,M,Liechtenstein,LIE,1972,Munich,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Bruno Banzer,M,Liechtenstein,LIE,1972,Munich,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Bruno Banzer,M,Liechtenstein,LIE,1972,Munich,Gymnastics,Gymnastics Men's Horse Vault,No medal
Bruno Banzer,M,Liechtenstein,LIE,1972,Munich,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Bruno Banzer,M,Liechtenstein,LIE,1972,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Bruno Banzer,M,Liechtenstein,LIE,1972,Munich,Gymnastics,Gymnastics Men's Rings,No medal
Bruno Banzer,M,Liechtenstein,LIE,1972,Munich,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
Armin Bchel,M,Liechtenstein,LIE,1972,Munich,Judo,Judo Men's Half-Middleweight,No medal
Louis Frommelt,M,Liechtenstein,LIE,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Paul Kind,M,Liechtenstein,LIE,1972,Munich,Cycling,"Cycling Men's Road Race, Individual",No medal
Hans-Jakob Schdler,M,Liechtenstein,LIE,1972,Munich,Judo,Judo Men's Half-Heavyweight,No medal
Raimond Sele,M,Liechtenstein,LIE,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Paul Bchel,M,Liechtenstein,LIE,1976,Montreal,Judo,Judo Men's Half-Heavyweight,No medal
Gnther Hasler,M,Liechtenstein,LIE,1976,Montreal,Athletics,Athletics Men's 800 metres,No medal
Gnther Hasler,M,Liechtenstein,LIE,1976,Montreal,Athletics,"Athletics Men's 1,500 metres",No medal
Fritz Kaiser,M,Liechtenstein,LIE,1976,Montreal,Judo,Judo Men's Middleweight,No medal
Helen Ritter,F,Liechtenstein,LIE,1976,Montreal,Athletics,Athletics Women's 200 metres,No medal
Helen Ritter,F,Liechtenstein,LIE,1976,Montreal,Athletics,Athletics Women's 400 metres,No medal
Maria Ritter,F,Liechtenstein,LIE,1976,Montreal,Athletics,Athletics Women's 800 metres,No medal
Hans-Jakob Schdler,M,Liechtenstein,LIE,1976,Montreal,Judo,Judo Men's Heavyweight,No medal
Hans-Jakob Schdler,M,Liechtenstein,LIE,1976,Montreal,Judo,Judo Men's Open Class,No medal
Magnus Bchel,M,Liechtenstein,LIE,1984,Los Angeles,Judo,Judo Men's Middleweight,No medal
Markus Bchel,M,Liechtenstein,LIE,1984,Los Angeles,Athletics,Athletics Men's 100 metres,No medal
Markus Bchel,M,Liechtenstein,LIE,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal
Manuela (-lippuner),F,Liechtenstein,LIE,1984,Los Angeles,Athletics,Athletics Women's Heptathlon,No medal
Helen Ritter,F,Liechtenstein,LIE,1984,Los Angeles,Athletics,"Athletics Women's 1,500 metres",No medal
Theobald Schurte,M,Liechtenstein,LIE,1984,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Raimond Sele,M,Liechtenstein,LIE,1984,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Johannes Wohlwend,M,Liechtenstein,LIE,1984,Los Angeles,Judo,Judo Men's Lightweight,No medal
Thomas Batliner,M,Liechtenstein,LIE,1988,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
Daniel Brunhart,M,Liechtenstein,LIE,1988,Seoul,Judo,Judo Men's Extra-Lightweight,No medal
Magnus Bchel,M,Liechtenstein,LIE,1988,Seoul,Judo,Judo Men's Half-Middleweight,No medal
Markus Bchel,M,Liechtenstein,LIE,1988,Seoul,Athletics,Athletics Men's 100 metres,No medal
Markus Bchel,M,Liechtenstein,LIE,1988,Seoul,Athletics,Athletics Men's 200 metres,No medal
Yvonne Elkuch,F,Liechtenstein,LIE,1988,Seoul,Cycling,"Cycling Women's Road Race, Individual",No medal
Arnold Frick,M,Liechtenstein,LIE,1988,Seoul,Judo,Judo Men's Middleweight,No medal
Yvonne Hasler,F,Liechtenstein,LIE,1988,Seoul,Athletics,Athletics Women's 200 metres,No medal
Peter Hermann,M,Liechtenstein,LIE,1988,Seoul,Cycling,"Cycling Men's Road Race, Individual",No medal
Peter Hermann,M,Liechtenstein,LIE,1988,Seoul,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal
Peter Hermann,M,Liechtenstein,LIE,1988,Seoul,Cycling,Cycling Men's Points Race,No medal
Gilbert Kaiser,M,Liechtenstein,LIE,1988,Seoul,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Manuela (-lippuner),F,Liechtenstein,LIE,1988,Seoul,Athletics,Athletics Women's 100 metres Hurdles,No medal
Patrick Matt,M,Liechtenstein,LIE,1988,Seoul,Cycling,"Cycling Men's Road Race, Individual",No medal
Patrick Matt,M,Liechtenstein,LIE,1988,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",No medal
Johannes Wohlwend,M,Liechtenstein,LIE,1988,Seoul,Judo,Judo Men's Lightweight,No medal
Birgit (-beck),F,Liechtenstein,LIE,1992,Barcelona,Judo,Judo Women's Half-Middleweight,No medal
Josef Brendle,M,Liechtenstein,LIE,1992,Barcelona,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Yvonne Elkuch,F,Liechtenstein,LIE,1992,Barcelona,Cycling,"Cycling Women's Road Race, Individual",No medal
Walther Kaiser,M,Liechtenstein,LIE,1992,Barcelona,Judo,Judo Men's Half-Lightweight,No medal
Manuela (-lippuner),F,Liechtenstein,LIE,1992,Barcelona,Athletics,Athletics Women's Heptathlon,No medal
Patrick Matt,M,Liechtenstein,LIE,1992,Barcelona,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",No medal
Patrick Matt,M,Liechtenstein,LIE,1992,Barcelona,Cycling,Cycling Men's Points Race,No medal
Roland Wille,M,Liechtenstein,LIE,1992,Barcelona,Athletics,Athletics Men's Marathon,No medal
Birgit (-beck),F,Liechtenstein,LIE,1996,Atlanta,Judo,Judo Women's Half-Middleweight,No medal
Manuela (-lippuner),F,Liechtenstein,LIE,1996,Atlanta,Athletics,Athletics Women's Heptathlon,No medal
Oliver Geissmann,M,Liechtenstein,LIE,2000,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Ulrike Kaiser,F,Liechtenstein,LIE,2000,Sydney,Judo,Judo Women's Half-Lightweight,No medal
Oliver Geissmann,M,Liechtenstein,LIE,2004,Athina,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Oliver Geissmann,M,Liechtenstein,LIE,2008,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Marcel Tschopp,M,Liechtenstein,LIE,2008,Beijing,Athletics,Athletics Men's Marathon,No medal
Julia Hassler,F,Liechtenstein,LIE,2012,London,Swimming,Swimming Women's 400 metres Freestyle,No medal
Julia Hassler,F,Liechtenstein,LIE,2012,London,Swimming,Swimming Women's 800 metres Freestyle,No medal
Marcel Tschopp,M,Liechtenstein,LIE,2012,London,Athletics,Athletics Men's Marathon,No medal
Stephanie Vogt,F,Liechtenstein,LIE,2012,London,Tennis,Tennis Women's Singles,No medal
Julia Hassler,F,Liechtenstein,LIE,2016,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,No medal
Christoph Meier,M,Liechtenstein,LIE,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,No medal
Stephanie Vogt,F,Liechtenstein,LIE,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,No medal
Julia Hassler,F,Liechtenstein,LIE,2020,Tokyo,Swimming,Women's 200m Freestyle,No medal
Julia Hassler,F,Liechtenstein,LIE,2020,Tokyo,Swimming,Women's 400m Freestyle,No medal
Julia Hassler,F,Liechtenstein,LIE,2020,Tokyo,Swimming,Women's 800m Freestyle,No medal
Julia Hassler,F,Liechtenstein,LIE,2020,Tokyo,Swimming,Women's 1500m Freestyle,No medal
Lara Mechnig,F,Liechtenstein,LIE,2020,Tokyo,Artistic Swimming,Duet Team,No medal
Christoph Meier,M,Liechtenstein,LIE,2020,Tokyo,Swimming,Men's 200m Individual Medley,No medal
Christoph Meier,M,Liechtenstein,LIE,2020,Tokyo,Swimming,Men's 400m Individual Medley,No medal
Marluce Schierscher,F,Liechtenstein,LIE,2020,Tokyo,Artistic Swimming,Duet Team,No medal
Raphael Schwendinger,M,Liechtenstein,LIE,2020,Tokyo,Judo,Men -90 kg,No medal
Romano Puentener,M,Liechtenstein,LIE,2024,Paris,Cycling Mountain Bike,Men's Cross-country,No medal
Marc Rabmila,M,Madagascar,MAD,1964,Tokyo,Athletics,Athletics Men's Triple Jump,No medal
Jean Randrianjatavo,M,Madagascar,MAD,1964,Tokyo,Athletics,"Athletics Men's 5,000 metres",No medal
Jean-Louis Ravelomanantsoa,M,Madagascar,MAD,1964,Tokyo,Athletics,Athletics Men's 100 metres,No medal
Jean-Louis Ravelomanantsoa,M,Madagascar,MAD,1964,Tokyo,Athletics,Athletics Men's 200 metres,No medal
Dominique Rakotorahalahy,M,Madagascar,MAD,1968,Mexico City,Athletics,Athletics Men's Decathlon,No medal
Jean-Louis Ravelomanantsoa,M,Madagascar,MAD,1968,Mexico City,Athletics,Athletics Men's 100 metres,No medal
Jean-Louis Ravelomanantsoa,M,Madagascar,MAD,1968,Mexico City,Athletics,Athletics Men's 200 metres,No medal
Solo Razafinarivo,M,Madagascar,MAD,1968,Mexico City,Cycling,"Cycling Men's Road Race, Individual",No medal
Fernand Tovondray,M,Madagascar,MAD,1968,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,No medal
Fernand Tovondray,M,Madagascar,MAD,1968,Mexico City,Athletics,Athletics Men's High Jump,No medal
Justin Andriamanantena,M,Madagascar,MAD,1972,Munich,Judo,Judo Men's Half-Middleweight,No medal
Frdrique Andrianaivo,M,Madagascar,MAD,1972,Munich,Athletics,Athletics Men's 400 metres,No medal
Thomas Andrianatvoo,M,Madagascar,MAD,1972,Munich,Judo,Judo Men's Heavyweight,No medal
Alfred Rabenja,M,Madagascar,MAD,1972,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Louis Rabetrano,M,Madagascar,MAD,1972,Munich,Judo,Judo Men's Lightweight,No medal
Henri Rafaralahy,M,Madagascar,MAD,1972,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Andr Ralainasolo,M,Madagascar,MAD,1972,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Jean-Aim Randrianalijaona,M,Madagascar,MAD,1972,Munich,Athletics,Athletics Men's 400 metres Hurdles,No medal
douard Rasoanaivo,M,Madagascar,MAD,1972,Munich,Athletics,Athletics Men's 800 metres,No medal
douard Rasoanaivo,M,Madagascar,MAD,1972,Munich,Athletics,"Athletics Men's 1,500 metres",No medal
Jean-Louis Ravelomanantsoa,M,Madagascar,MAD,1972,Munich,Athletics,Athletics Men's 100 metres,No medal
Jean-Louis Ravelomanantsoa,M,Madagascar,MAD,1972,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Jean Razafimahatratra,M,Madagascar,MAD,1972,Munich,Judo,Judo Men's Middleweight,No medal
Zo Andrianifaha,M,Madagascar,MAD,1980,Moskva,Swimming,Swimming Men's 100 metres Freestyle,No medal
Zo Andrianifaha,M,Madagascar,MAD,1980,Moskva,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Zo Andrianifaha,M,Madagascar,MAD,1980,Moskva,Swimming,Swimming Men's 100 metres Butterfly,No medal
Mamodaly Ashikhoussen,M,Madagascar,MAD,1980,Moskva,Judo,Judo Men's Extra-Lightweight,No medal
Sylvain Rabary,M,Madagascar,MAD,1980,Moskva,Judo,Judo Men's Half-Lightweight,No medal
Albertine Rahliarisoa,F,Madagascar,MAD,1980,Moskva,Athletics,Athletics Women's 800 metres,No medal
Albertine Rahliarisoa,F,Madagascar,MAD,1980,Moskva,Athletics,"Athletics Women's 1,500 metres",No medal
Sylvain Rajefiarison,M,Madagascar,MAD,1980,Moskva,Boxing,Boxing Men's Lightweight,No medal
Nicole Rajoharison,F,Madagascar,MAD,1980,Moskva,Swimming,Swimming Women's 100 metres Breaststroke,No medal
Nicole Rajoharison,F,Madagascar,MAD,1980,Moskva,Swimming,Swimming Women's 200 metres Breaststroke,No medal
Tisbite Rakotoarisoa,M,Madagascar,MAD,1980,Moskva,Athletics,Athletics Men's 800 metres,No medal
Tisbite Rakotoarisoa,M,Madagascar,MAD,1980,Moskva,Athletics,"Athletics Men's 1,500 metres",No medal
Jules Randrianarivelo,M,Madagascar,MAD,1980,Moskva,Athletics,"Athletics Men's 10,000 metres",No medal
Jules Randrianarivelo,M,Madagascar,MAD,1980,Moskva,Athletics,Athletics Men's Marathon,No medal
Paul Rasamimanana,M,Madagascar,MAD,1980,Moskva,Boxing,Boxing Men's Welterweight,No medal
Bako Andrihamanana,F,Madagascar,MAD,1980,Moskva,Swimming,Swimming Women's 100 metres Freestyle,No medal
Bako Andrihamanana,F,Madagascar,MAD,1980,Moskva,Swimming,Swimming Women's 100 metres Butterfly,No medal
Anicet Sambo,M,Madagascar,MAD,1980,Moskva,Boxing,Boxing Men's Featherweight,No medal
Jean-Luc Bezoky,M,Madagascar,MAD,1984,Los Angeles,Boxing,Boxing Men's Featherweight,No medal
Arsne Randriamahazomana,M,Madagascar,MAD,1984,Los Angeles,Athletics,Athletics Men's 400 metres,No medal
Jules Randrianarivelo,M,Madagascar,MAD,1984,Los Angeles,Athletics,Athletics Men's Marathon,No medal
Milson Randrianasolo,M,Madagascar,MAD,1984,Los Angeles,Boxing,Boxing Men's Lightweight,No medal
Paul Rasamimanana,M,Madagascar,MAD,1984,Los Angeles,Boxing,Boxing Men's Welterweight,No medal
Toussaint Rabenala,M,Madagascar,MAD,1992,Barcelona,Athletics,Athletics Men's Triple Jump,No medal
Jean-Jacques Rakotomalala,M,Madagascar,MAD,1992,Barcelona,Judo,Judo Men's Half-Middleweight,No medal
Heritovo Rakotomanga,M,Madagascar,MAD,1992,Barcelona,Boxing,Boxing Men's Featherweight,No medal
Hubert Rakotomblontsoa,M,Madagascar,MAD,1992,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,No medal
Nicole (-valrie),F,Madagascar,MAD,1992,Barcelona,Athletics,Athletics Women's 100 metres Hurdles,No medal
Harinela Randriamanarivo,M,Madagascar,MAD,1992,Barcelona,Weightlifting,Weightlifting Men's Featherweight,No medal
Dally Randriantefy,F,Madagascar,MAD,1992,Barcelona,Tennis,Tennis Women's Singles,No medal
Dally Randriantefy,F,Madagascar,MAD,1992,Barcelona,Tennis,Tennis Women's Doubles,No medal
Natacha Randriantefy,F,Madagascar,MAD,1992,Barcelona,Tennis,Tennis Women's Singles,No medal
Natacha Randriantefy,F,Madagascar,MAD,1992,Barcelona,Tennis,Tennis Women's Doubles,No medal
Anicet Rasoanaivo,M,Madagascar,MAD,1992,Barcelona,Boxing,Boxing Men's Light-Flyweight,No medal
Luc Rasoanaivo-razafy,M,Madagascar,MAD,1992,Barcelona,Judo,Judo Men's Lightweight,No medal
Vola Andrihamanana,F,Madagascar,MAD,1992,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,No medal
Vola Andrihamanana,F,Madagascar,MAD,1992,Barcelona,Swimming,Swimming Women's 100 metres Breaststroke,No medal
Lalao Ravaoniriana,F,Madagascar,MAD,1992,Barcelona,Athletics,Athletics Women's 100 metres,No medal
Lalao Ravaoniriana,F,Madagascar,MAD,1992,Barcelona,Athletics,Athletics Women's 200 metres,No medal
Alain Razahasoa,M,Madagascar,MAD,1992,Barcelona,Athletics,Athletics Men's Marathon,No medal
Joseph Rakotoarimanana,M,Madagascar,MAD,1996,Atlanta,Athletics,Athletics Men's 800 metres,No medal
Hanitriniaina Rakotondrab,F,Madagascar,MAD,1996,Atlanta,Athletics,Athletics Women's 100 metres,No medal
Hanitriniaina Rakotondrab,F,Madagascar,MAD,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Lantoniaina Ramalalanirina,F,Madagascar,MAD,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Nicole (-valrie),F,Madagascar,MAD,1996,Atlanta,Athletics,Athletics Women's 100 metres Hurdles,No medal
Nicole (-valrie),F,Madagascar,MAD,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Dally Randriantefy,F,Madagascar,MAD,1996,Atlanta,Tennis,Tennis Women's Singles,No medal
Dally Randriantefy,F,Madagascar,MAD,1996,Atlanta,Tennis,Tennis Women's Doubles,No medal
Natacha Randriantefy,F,Madagascar,MAD,1996,Atlanta,Tennis,Tennis Women's Doubles,No medal
Anicet Rasoanaivo,M,Madagascar,MAD,1996,Atlanta,Boxing,Boxing Men's Light-Flyweight,No medal
Lalao Ravaoniriana,F,Madagascar,MAD,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Victor Razafindrakoto,M,Madagascar,MAD,1996,Atlanta,Athletics,Athletics Men's Marathon,No medal
Harijesy Razafindramahatra,F,Madagascar,MAD,1996,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,No medal
Jean-Luc Razakarivony,M,Madagascar,MAD,1996,Atlanta,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Celestin Augustin,M,Madagascar,MAD,2000,Sydney,Boxing,Boxing Men's Flyweight,No medal
Monica Rahanitraniriana,F,Madagascar,MAD,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Yvon Rakotoarimiandry,M,Madagascar,MAD,2000,Sydney,Athletics,Athletics Men's 400 metres Hurdles,No medal
Hanitriniaina Rakotondrab,F,Madagascar,MAD,2000,Sydney,Athletics,Athletics Women's 100 metres,No medal
Hanitriniaina Rakotondrab,F,Madagascar,MAD,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Lalanirina Rakotozafy,F,Madagascar,MAD,2000,Sydney,Athletics,Athletics Women's 100 metres Hurdles,No medal
Lalanirina Rakotozafy,F,Madagascar,MAD,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Mbolatiana Ramanisa,F,Madagascar,MAD,2000,Sydney,Swimming,Swimming Women's 50 metres Freestyle,No medal
Jean-Jacky Randriamamitiana,M,Madagascar,MAD,2000,Sydney,Athletics,Athletics Men's 100 metres,No medal
Joseph-Berlioz Randriamihaja,M,Madagascar,MAD,2000,Sydney,Athletics,Athletics Men's 110 metres Hurdles,No medal
Ony Ratsimbazafy,F,Madagascar,MAD,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Naina Ravaoarisoa,F,Madagascar,MAD,2000,Sydney,Judo,Judo Women's Half-Lightweight,No medal
Jean-Luc Razakarivony,M,Madagascar,MAD,2000,Sydney,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Tojohanitra Andriamanjatoarimanana,F,Madagascar,MAD,2004,Athina,Swimming,Swimming Women's 50 metres Freestyle,No medal
Lalaina Rabenarivo,M,Madagascar,MAD,2004,Athina,Boxing,Boxing Men's Light-Flyweight,No medal
Lalanirina Rakotozafy,F,Madagascar,MAD,2004,Athina,Athletics,Athletics Women's 100 metres Hurdles,No medal
Joseph-Berlioz Randriamihaja,M,Madagascar,MAD,2004,Athina,Athletics,Athletics Men's 110 metres Hurdles,No medal
Dally Randriantefy,F,Madagascar,MAD,2004,Athina,Tennis,Tennis Women's Singles,No medal
Clarisse Rasoarizay,F,Madagascar,MAD,2004,Athina,Athletics,Athletics Women's Marathon,No medal
Naina Ravaoarisoa,F,Madagascar,MAD,2004,Athina,Judo,Judo Women's Half-Lightweight,No medal
Jean-Luc Razakarivony,M,Madagascar,MAD,2004,Athina,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Tojohanitra Andriamanjatoarimanana,F,Madagascar,MAD,2008,Beijing,Swimming,Swimming Women's 50 metres Freestyle,No medal
Elie Norbert,M,Madagascar,MAD,2008,Beijing,Judo,Judo Men's Extra-Lightweight,No medal
Erik Rajohnson,M,Madagascar,MAD,2008,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Nirinaharifidy Ramilijaona,F,Madagascar,MAD,2008,Beijing,Athletics,Athletics Women's 100 metres,No medal
Joseph-Berlioz Randriamihaja,M,Madagascar,MAD,2008,Beijing,Athletics,Athletics Men's 110 metres Hurdles,No medal
Jean Razanadrakoto,M,Madagascar,MAD,2008,Beijing,Boxing,Boxing Men's Lightweight,No medal
Kame Ali,M,Madagascar,MAD,2012,London,Athletics,Athletics Men's 110 metres Hurdles,No medal
Aina Rabetsara,F,Madagascar,MAD,2012,London,Swimming,Swimming Women's 100 metres Freestyle,No medal
Harinelina Rakotondramanana,F,Madagascar,MAD,2012,London,Weightlifting,Weightlifting Women's Flyweight,No medal
Mamitina Tsilavinal,M,Madagascar,MAD,2012,London,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Manantsara Ratsimiziva,M,Madagascar,MAD,2012,London,Judo,Judo Men's Half-Middleweight,No medal
Marie Saholinirina,F,Madagascar,MAD,2012,London,Athletics,"Athletics Women's 1,500 metres",No medal
Josiane Soloniaina,F,Madagascar,MAD,2012,London,Wrestling,"Wrestling Women's Heavyweight, Freestyle",No medal
Kame Ali,M,Madagascar,MAD,2016,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,No medal
Aina Rabetsara,F,Madagascar,MAD,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,No medal
Anthonny Ralefy,M,Madagascar,MAD,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,No medal
Asaramanitra Ratiarison,F,Madagascar,MAD,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,No medal
Elisa Ravololoniaina,F,Madagascar,MAD,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,No medal
Marie Saholinirina,F,Madagascar,MAD,2016,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",No medal
Herman Andriantsitohaina,M,Madagascar,MAD,2020,Tokyo,Weightlifting,Men's 61kg,No medal
Alain Andriantsitohaina,M,Madagascar,MAD,2020,Tokyo,Weightlifting,Men's 67kg,No medal
